"","routeid","linknummer","richting","snelheid","uur","weekdag"
"70",772096043,82239,"f",31.2162647764611,14,0
"71",869379820,317281,"t",17.2092866226104,12,5
"72",869379820,82239,"f",15.1802031370666,12,5
"73",869401319,317281,"t",21.6336495308274,15,4
"74",570342848,1632305,"f",22.4280745753109,12,1
"75",570342848,1832864,"f",14.4301334891996,12,1
"76",590055566,2335905,"t",16.4247507895959,16,1
"77",590055594,44411,"t",26.5733148566727,17,1
"78",601306460,44411,"f",15.0214646096705,15,2
"79",611913181,86755,"t",14.4879539808068,20,2
"80",612935170,567027,"t",19.5407592749078,11,1
"81",619830181,2336297,"t",19.9623199052643,15,1
"82",619830181,2335904,"t",21.6868353460268,15,1
"83",619830181,567027,"f",15.2551032569434,15,1
"84",619830181,567016,"t",16.1565929316505,15,1
"85",622522212,86755,"f",23.621985224486,8,3
"86",629785987,86755,"t",23.1837402576792,13,3
"87",649300362,2335904,"t",20.0586651772405,13,1
"88",649300362,86072,"f",23.2196088773902,13,1
"89",649300362,87504,"t",15.8579898272057,13,1
"90",658728110,81807,"t",12.3920284626286,11,4
"91",658728110,1632305,"f",19.4556066503252,11,4
"92",658728110,1832864,"f",18.2804497749357,11,4
"93",659842495,567016,"f",13.0474106950741,11,4
"94",659842495,567027,"t",13.0487385102412,11,4
"95",659842495,44411,"f",15.6657135575333,11,4
"96",665164655,86755,"t",17.4031582195525,15,4
"97",665852725,2336297,"t",19.1541004635752,16,4
"98",665852725,2335904,"t",18.9747726391043,16,4
"99",667442284,2335905,"t",19.0869843610323,16,4
"100",687975745,562940,"f",11.181967196686,10,5
"101",691582881,567016,"f",19.4187673543804,12,5
"102",691582881,86072,"t",20.5465195862429,12,5
"103",691582881,2335905,"t",19.519700637946,12,5
"104",693073569,2335904,"t",24.4845613994938,13,5
"105",693073569,567016,"t",21.5358170941843,13,5
"106",693474158,86755,"t",16.1367242628507,13,5
"107",694102364,81807,"f",13.8862194894559,14,5
"108",699516225,567016,"t",15.5215004259515,16,5
"109",701379402,87504,"f",13.5240846448001,13,5
"110",701663466,1632305,"f",16.5715929754767,13,5
"111",701663466,1832864,"f",15.9750473853857,13,5
"112",701663500,567016,"f",14.1280776716291,15,5
"113",701663500,567027,"t",12.29102911057,15,5
"114",701663500,44411,"f",15.3798799453791,15,5
"115",702961282,567016,"t",16.3331780394648,17,5
"116",713618764,2336297,"t",21.5375913962438,15,1
"117",713618764,2335904,"t",28.1024486692996,15,1
"118",717312172,81807,"f",10.9856166773361,15,5
"119",721686795,86072,"f",17.4750802697203,11,6
"120",723335395,567016,"t",18.0567459218609,12,6
"121",723512993,1832864,"t",11.4591411228327,12,6
"122",723512993,1632305,"t",12.4140115911793,12,6
"123",723589593,567016,"f",16.1808082821875,12,6
"124",725680639,567027,"t",14.3236149228388,12,6
"125",730878759,81807,"f",8.0517718451313,12,6
"126",730878759,86755,"t",14.5620489135829,12,6
"127",731889837,86755,"f",17.0918316597724,15,6
"128",732341622,2336297,"t",19.258586153528,16,6
"129",732341622,2335904,"t",26.1553222842671,16,6
"130",732341622,86072,"f",23.031191393824,16,6
"131",732341622,87504,"t",19.9847535721973,16,6
"132",735651358,86072,"t",24.7867639343558,17,6
"133",735651358,2335905,"t",25.5021681979165,17,6
"134",735651358,2336297,"f",20.0699478000317,17,6
"135",756211260,562940,"f",12.1455223167746,10,0
"136",756211260,81807,"t",8.6745847666933,10,0
"137",756429790,1832864,"t",18.8559785339608,13,6
"138",756429790,1632305,"t",24.0626222077988,13,6
"139",759999392,2335904,"t",18.2168674698795,14,0
"140",759999392,86072,"f",23.4046915816074,14,0
"141",759999392,87504,"t",23.9967915606303,14,0
"142",772096043,1632305,"t",14.6127403281645,14,0
"143",772096043,81807,"f",9.94666104553357,14,0
"144",783531676,44411,"f",14.9122874949511,14,2
