"","routeid","linknummer","richting","snelheid","uur","weekdag"
"7573",742731410,1360569,"t",8.5809724591176,9,3
"7574",742731410,1360603,"f",21.9821117972716,9,3
"7575",742731410,228017,"f",24.1290789913479,9,3
"7576",742731410,228018,"f",21.8309926492601,9,3
"7577",743440891,441863,"f",19.6749705977557,16,2
"7578",743440891,441887,"f",18.7067821871139,16,2
"7579",743860468,441377,"t",24.1906065936033,1,0
"7580",744317062,441923,"t",14.4623531556825,12,2
"7581",744318800,440960,"f",12.6287197172841,9,2
"7582",747274757,443369,"f",27.27102975096,8,0
"7583",747274757,1363708,"t",15.5869561073522,8,0
"7584",747274757,1360947,"t",9.66918346465378,8,0
"7585",747274757,199334,"t",19.3658170696071,8,0
"7586",749841445,441396,"f",13.6191542918846,10,0
"7587",755174829,441377,"t",27.2593484438033,12,0
"7588",755174829,441370,"t",25.3411865405514,12,0
"7589",755174829,440560,"t",19.960349860727,12,0
"7590",755174829,441067,"f",8.13791791661614,12,0
"7591",758641253,228018,"t",18.6160008562683,12,0
"7592",758641253,228017,"t",22.6335470412051,12,0
"7593",760394540,230393,"f",13.4936058108347,12,0
"7594",760903261,443541,"f",10.0448277898313,10,0
"7595",760903261,443543,"f",10.2536033353702,10,0
"7596",762549285,230393,"t",21.6867432752026,16,6
"7597",766218163,212374,"t",18.4350484245596,15,0
"7598",766218163,441702,"f",20.6824030511966,15,0
"7599",766218163,441553,"t",21.4633684549583,15,0
"7600",766218163,441559,"f",20.4717464955443,15,0
"7601",766218163,441370,"f",20.2422741587068,15,0
"7602",767683181,441761,"f",11.3573045836697,18,0
"7603",768058128,441646,"t",15.2035221976396,7,5
"7604",768058128,441641,"t",19.6209520888325,7,5
"7605",768058128,441453,"f",17.3507933542317,7,5
"7606",768058128,441761,"t",14.2512366286986,7,5
"7607",768058128,1361123,"t",19.8512595726131,7,5
"7608",768058128,324554,"t",20.0250228186435,7,5
"7609",768058244,324554,"f",17.8070012764881,15,5
"7610",768058244,199334,"t",14.2067129242878,15,5
"7611",768058244,441761,"f",13.6043820648492,15,5
"7612",768058244,441453,"t",31.8113336034966,15,5
"7613",768058244,441641,"f",15.9018925567419,15,5
"7614",769085970,200549,"t",22.9628041062521,16,0
"7615",769085970,200547,"t",21.9911821973791,16,0
"7616",769085970,330398,"f",17.3452557861304,16,0
"7617",769085970,1379081,"f",21.7156620616162,16,0
"7618",769085970,1361072,"f",21.8518615659972,16,0
"7619",769085970,441396,"t",22.381702789692,16,0
"7620",769085970,441067,"t",23.0672151865558,16,0
"7621",769110313,200549,"t",23.8281224768519,16,0
"7622",769110313,200547,"t",22.591401679106,16,0
"7623",769110313,330398,"f",15.4677277295066,16,0
"7624",769110313,1379081,"f",21.9873992853972,16,0
"7625",769110313,1361072,"f",23.3421517252728,16,0
"7626",769110313,1361077,"f",24.072289156661,16,0
"7627",769110313,441067,"t",22.0450962906316,16,0
"7628",770974692,1361077,"t",10.4626602775485,20,0
"7629",779955787,441067,"f",19.9816147044109,19,0
"7630",779955787,1361077,"t",20.7568078478029,19,0
"7631",779955787,1361072,"t",19.825864447052,19,0
"7632",779955787,1379081,"t",20.1894049488797,19,0
"7633",779955787,200547,"f",20.0725815321441,19,0
"7634",779955787,200549,"f",17.5905997743203,19,0
"7635",788865864,443369,"f",12.2155734660106,15,3
"7636",788865864,443541,"f",15.5552334092395,15,3
"7637",788865864,443543,"f",16.9273076373914,15,3
"7638",793310635,324554,"t",25.7164809899092,12,3
"7639",801740218,441559,"t",17.1602182827814,7,3
"7640",801740218,441553,"f",18.4125779649946,7,3
"7641",805304570,441067,"t",16.1287826238524,16,3
"7642",805304570,441646,"t",18.5998760193589,16,3
"7643",805304570,441641,"t",12.790641855337,16,3
"7644",806490957,324554,"f",14.0713002840466,14,2
"7645",806766216,441067,"t",42.6146316188737,17,3
"7646",821476941,440975,"f",16.2031337871,8,3
"7647",821476941,440976,"f",16.4382556977647,8,3
"7648",822104589,440560,"f",17.4732401848035,10,4
"7649",827319657,1361102,"t",15.2658067904028,11,4
"7650",834493894,441067,"t",20.2434181627099,17,4
"7651",834493894,441646,"t",12.2645266468499,17,4
"7652",843964500,441559,"t",15.722742864411,7,5
"7653",843964500,441553,"f",28.8931397621772,7,5
"7654",847768539,200549,"f",20.264460981023,18,4
"7655",853471106,440975,"f",15.1512269622235,19,4
"7656",853471106,440976,"f",17.4815949037699,19,4
"7657",853555972,324554,"t",26.0031465334853,12,5
"7658",854651000,443369,"f",14.0383571956839,17,5
"7659",854651000,1363708,"t",9.4088339572107,17,5
"7660",854651000,1360947,"t",11.153842965509,17,5
"7661",854651000,443272,"f",13.1913804267437,17,5
"7662",858562442,441761,"f",11.570064896171,14,5
"7663",858562442,441453,"t",15.3726919130104,14,5
"7664",864847698,230393,"t",24.8377232147599,10,6
"7665",864847698,441641,"f",17.041504142757,10,6
"7666",864847698,441646,"f",6.53169831129471,10,6
"7667",865208465,228017,"f",18.8088336883838,15,5
"7668",865208465,228018,"f",18.7431067239759,15,5
"7669",865208474,228018,"t",16.3387257501961,16,5
"7670",865208474,228017,"t",19.334320987593,16,5
"7671",865208474,1362173,"t",17.0404977968085,16,5
"7672",876279655,440560,"f",17.9742801182482,22,5
"7673",876279655,441646,"t",21.4450101681827,22,5
"7674",876279655,441641,"t",15.7592029368525,22,5
"7675",877842791,443272,"f",17.8933931733367,16,5
"7676",882823422,441641,"f",14.8068441645582,17,6
